service_date|day_type|bus|rail_boardings|total_rides
2014-01-16|W|927231|765910|1693141
2014-01-17|W|909353|743024|1652377
2014-01-18|A|480918|418986|899904
2014-01-19|U|372608|316288|688896
2014-01-20|W|599662|502485|1102147
2014-01-21|W|855515|734096|1589611
2014-01-22|W|872967|737074|1610041
2014-01-23|W|825049|715759|1540808
2014-01-24|W|763075|680260|1443335
2014-01-25|A|490314|396641|886955
2014-01-26|U|337328|280648|617976
2014-01-27|W|502031|472484|974515
2014-01-28|W|519517|485867|1005384
2014-01-29|W|889744|733780|1623524
2014-01-30|W|902855|751471|1654326
2014-01-31|W|930172|754479|1684651
2014-02-01|A|497989|405961|903950
2014-02-02|U|377994|299870|677864
2014-02-03|W|931825|729128|1660953
2014-02-04|W|946438|759960|1706398
2014-02-05|W|828739|753984|1582723
2014-02-06|W|888288|753787|1642075
2014-02-07|W|873759|724771|1598530
2014-02-08|A|513518|416614|930132
2014-02-09|U|385739|301471|687210
2014-02-10|W|888500|716772|1605272
2014-02-11|W|923651|743715|1667366
2014-02-12|W|842139|713255|1555394
2014-02-13|W|975061|784280|1759341
2014-02-14|W|961152|778342|1739494
2014-02-15|A|567619|448648|1016267
2014-02-16|U|401088|324457|725545
2014-02-17|W|695931|594339|1290270
2014-02-18|W|947147|777183|1724330
2014-02-19|W|974552|783745|1758297
2014-02-20|W|893699|759455|1653154
2014-02-21|W|926827|766802|1693629
2014-02-22|A|570349|452998|1023347
2014-02-23|U|392042|315317|707359
2014-02-24|W|925043|739926|1664969
2014-02-25|W|933471|752744|1686215
2014-02-26|W|884516|728685|1613201
2014-02-27|W|876615|728137|1604752
2014-02-28|W|936301|745915|1682216
2014-03-01|A|559952|448218|1008170
2014-03-02|U|371300|304402|675702
2014-03-03|W|900837|709629|1610466
2014-03-04|W|953477|761357|1714834
2014-03-05|W|918971|769178|1688149
2014-03-06|W|962802|775465|1738267
2014-03-07|W|958096|769821|1727917
2014-03-08|A|553250|447401|1000651
2014-03-09|U|405308|328025|733333
2014-03-10|W|959467|767043|1726510
2014-03-11|W|959134|772592|1731726
2014-03-12|W|868232|746895|1615127
2014-03-13|W|940113|785327|1725440
2014-03-14|W|955810|819256|1775066
2014-03-15|A|593789|674922|1268711
2014-03-16|U|371881|349484|721365
2014-03-17|W|932779|763579|1696358
2014-03-18|W|959483|782899|1742382
2014-03-19|W|920270|767680|1687950
2014-03-20|W|957032|786292|1743324
2014-03-21|W|959387|779226|1738613
2014-03-22|A|597815|452237|1050052
2014-03-23|U|418299|315092|733391
2014-03-24|W|923396|706637|1630033
2014-03-25|W|928067|719323|1647390
2014-03-26|W|961287|734053|1695340
2014-03-27|W|927050|725889|1652939
2014-03-28|W|944696|732211|1676907
2014-03-29|A|572055|438766|1010821
2014-03-30|U|432880|379220|812100
2014-03-31|W|940176|762112|1702288
2014-04-01|W|986346|772459|1758805
2014-04-02|W|952475|784201|1736676
2014-04-03|W|917123|765726|1682849
2014-04-04|W|941118|806643|1747761
2014-04-05|A|599182|531509|1130691
2014-04-06|U|435676|373726|809402
2014-04-07|W|913081|753038|1666119
2014-04-08|W|913012|773383|1686395
2014-04-09|W|977698|805182|1782880
2014-04-10|W|947682|806042|1753724
2014-04-11|W|953384|803062|1756446
2014-04-12|A|574622|524370|1098992
2014-04-13|U|390666|330841|721507
2014-04-14|W|792277|697727|1490004
2014-04-15|W|844484|734464|1578948
2014-04-16|W|866995|757767|1624762
2014-04-17|W|864791|770728|1635519
2014-04-18|W|814560|712086|1526646
2014-04-19|A|568016|476147|1044163
2014-04-20|U|399289|333380|732669
2014-04-21|W|876478|741631|1618109
2014-04-22|W|938052|794547|1732599
2014-04-23|W|911681|793484|1705165
2014-04-24|W|893970|794395|1688365
2014-04-25|W|936028|797851|1733879
2014-04-26|A|580601|499576|1080177
2014-04-27|U|400302|344503|744805
2014-04-28|W|884033|735132|1619165
2014-04-29|W|919869|770461|1690330
2014-04-30|W|925494|772097|1697591
2014-05-01|W|985012|788162|1773174
2014-05-02|W|981085|794448|1775533
2014-05-03|A|632332|511129|1143461
2014-05-04|U|429710|356412|786122
2014-05-05|W|963691|769476|1733167
2014-05-06|W|974250|784430|1758680
2014-05-07|W|967197|773634|1740831
2014-05-08|W|968856|794388|1763244
2014-05-09|W|921741|762641|1684382
2014-05-10|A|608188|468058|1076246
2014-05-11|U|402497|321063|723560
2014-05-12|W|880457|711215|1591672
2014-05-13|W|904717|735362|1640079
2014-05-14|W|916259|749500|1665759
2014-05-15|W|890597|751405|1642002
2014-05-16|W|900252|764035|1664287
2014-05-17|A|579674|492704|1072378
2014-05-18|U|434998|382342|817340
2014-05-19|W|885010|732346|1617356
2014-05-20|W|922226|781529|1703755
2014-05-21|W|925959|790957|1716916
2014-05-22|W|908285|788319|1696604
2014-05-23|W|906712|763127|1669839
2014-05-24|A|575483|490635|1066118
2014-05-25|U|450296|403930|854226
2014-05-26|U|413568|345231|758799
2014-05-27|W|880521|728464|1608985
2014-05-28|W|905284|751880|1657164
2014-05-29|W|901067|762505|1663572
2014-05-30|W|934382|782522|1716904
2014-05-31|A|600856|507919|1108775
2014-06-01|U|445596|376894|822490
2014-06-02|W|864622|726524|1591146
2014-06-03|W|936306|812230|1748536
2014-06-04|W|879397|762035|1641432
2014-06-05|W|910818|797899|1708717
2014-06-06|W|906586|796373|1702959
2014-06-07|A|585247|524812|1110059
2014-06-08|U|429503|393358|822861
2014-06-09|W|878784|750337|1629121
2014-06-10|W|859477|748307|1607784
2014-06-11|W|870560|761366|1631926
2014-06-12|W|880810|779426|1660236
2014-06-13|W|881991|810893|1692884
2014-06-14|A|581799|556285|1138084
2014-06-15|U|410273|388603|798876
2014-06-16|W|796802|729177|1525979
2014-06-17|W|806325|738327|1544652
2014-06-18|W|766725|717546|1484271
2014-06-19|W|803296|742211|1545507
2014-06-20|W|813597|775063|1588660
2014-06-21|A|537612|503304|1040916
2014-06-22|U|452933|427533|880466
2014-06-23|W|825185|726655|1551840
2014-06-24|W|859711|755376|1615087
2014-06-25|W|874922|761775|1636697
2014-06-26|W|883107|779277|1662384
2014-06-27|W|879565|793688|1673253
2014-06-28|A|574082|524253|1098335
2014-06-29|U|428350|534327|962677
2014-06-30|W|766381|697417|1463798
2014-07-01|W|855553|753101|1608654
2014-07-02|W|824805|725327|1550132
2014-07-03|W|856556|727253|1583809
2014-07-04|U|478993|473842|952835
2014-07-05|A|513494|439422|952916
2014-07-06|U|410521|354469|764990
2014-07-07|W|821674|704301|1525975
2014-07-08|W|836929|725372|1562301
2014-07-09|W|855793|763164|1618957
2014-07-10|W|854968|782968|1637936
2014-07-11|W|839507|817078|1656585
2014-07-12|A|497531|471216|968747
2014-07-13|U|437544|429753|867297
2014-07-14|W|803242|716634|1519876
2014-07-15|W|828927|739993|1568920
2014-07-16|W|844384|752925|1597309
2014-07-17|W|837907|762599|1600506
2014-07-18|W|839720|819331|1659051
2014-07-19|A|578126|559893|1138019
2014-07-20|U|423665|431674|855339
2014-07-21|W|821289|740142|1561431
2014-07-22|W|825700|765642|1591342
2014-07-23|W|838958|777929|1616887
2014-07-24|W|833052|790076|1623128
2014-07-25|W|813032|793426|1606458
2014-07-26|A|563247|540197|1103444
2014-07-27|U|423806|403719|827525
2014-07-28|W|810122|730188|1540310
2014-07-29|W|810857|746646|1557503
2014-07-30|W|815885|760415|1576300
2014-07-31|W|819409|785640|1605049
2014-08-01|W|841692|824658|1666350
2014-08-02|A|592660|571486|1164146
2014-08-03|U|420667|441136|861803
2014-08-04|W|798672|716949|1515621
2014-08-05|W|824134|737875|1562009
2014-08-06|W|827073|741608|1568681
2014-08-07|W|827473|745930|1573403
2014-08-08|W|836918|787177|1624095
2014-08-09|A|582607|552265|1134872
2014-08-10|U|427882|405792|833674
2014-08-11|W|772003|718836|1490839
2014-08-12|W|772713|719699|1492412
2014-08-13|W|817833|745654|1563487
2014-08-14|W|810388|770920|1581308
2014-08-15|W|820884|749693|1570577
2014-08-16|A|583313|501095|1084408
2014-08-17|U|422345|382210|804555
2014-08-18|W|786527|708188|1494715
2014-08-19|W|787767|727891|1515658
2014-08-20|W|829572|758067|1587639
2014-08-21|W|771537|739451|1510988
2014-08-22|W|816652|762365|1579017
2014-08-23|A|517416|459047|976463
2014-08-24|U|432777|387171|819948
2014-08-25|W|787836|712661|1500497
2014-08-26|W|858520|757206|1615726
2014-08-27|W|874420|768933|1643353
2014-08-28|W|867478|773821|1641299
2014-08-29|W|871087|781881|1652968
2014-08-30|A|581944|520855|1102799
2014-08-31|U|451820|448668|900488
2014-09-01|U|419182|366912|786094
2014-09-02|W|952266|773307|1725573
2014-09-03|W|985184|813174|1798358
2014-09-04|W|942676|794090|1736766
2014-09-05|W|933196|801886|1735082
2014-09-06|A|593846|534590|1128436
2014-09-07|U|427686|395246|822932
2014-09-08|W|956395|786501|1742896
2014-09-09|W|967610|800307|1767917
2014-09-10|W|898549|788458|1687007
2014-09-11|W|953091|833378|1786469
2014-09-12|W|929062|817716|1746778
2014-09-13|A|584842|525886|1110728
2014-09-14|U|431379|386903|818282
2014-09-15|W|924594|804175|1728769
2014-09-16|W|964802|827582|1792384
2014-09-17|W|975664|832609|1808273
2014-09-18|W|967453|848591|1816044
2014-09-19|W|955896|854602|1810498
2014-09-20|A|566053|511922|1077975
2014-09-21|U|417931|387673|805604
2014-09-22|W|947353|819134|1766487
2014-09-23|W|960506|826655|1787161
2014-09-24|W|961323|833600|1794923
2014-09-25|W|963447|824454|1787901
2014-09-26|W|957961|814285|1772246
2014-09-27|A|592901|515308|1108209
2014-09-28|U|423502|386129|809631
2014-09-29|W|934648|793644|1728292
2014-09-30|W|945847|805360|1751207
2014-10-01|W|1010778|825205|1835983
2014-10-02|W|960602|820764|1781366
2014-10-03|W|954675|811571|1766246
2014-10-04|A|557711|482714|1040425
2014-10-05|U|420636|353400|774036
2014-10-06|W|957372|798793|1756165
2014-10-07|W|971693|814006|1785699
2014-10-08|W|972010|822875|1794885
2014-10-09|W|969095|838925|1808020
2014-10-10|W|954800|839036|1793836
2014-10-11|A|584377|527418|1111795
2014-10-12|U|389901|549571|939472
2014-10-13|W|743512|714675|1458187
2014-10-14|W|914687|814971|1729658
2014-10-15|W|956165|826620|1782785
2014-10-16|W|959217|848014|1807231
2014-10-17|W|949303|844701|1794004
2014-10-18|A|567859|525540|1093399
2014-10-19|U|424169|393552|817721
2014-10-20|W|939282|801698|1740980
2014-10-21|W|947668|814300|1761968
2014-10-22|W|959209|818395|1777604
2014-10-23|W|949675|829088|1778763
2014-10-24|W|943435|815235|1758670
2014-10-25|A|586281|500235|1086516
2014-10-26|U|410811|362143|772954
2014-10-27|W|940038|792398|1732436
2014-10-28|W|953363|812867|1766230
2014-10-29|W|944219|813686|1757905
2014-10-30|W|951547|830872|1782419
2014-10-31|W|894082|800198|1694280
2014-11-01|A|556675|491328|1048003
2014-11-02|U|416049|383910|799959
2014-11-03|W|995821|805002|1800823
2014-11-04|W|971255|805374|1776629
2014-11-05|W|990008|827900|1817908
2014-11-06|W|941564|821892|1763456
2014-11-07|W|873365|802400|1675765
2014-11-08|A|563782|492608|1056390
2014-11-09|U|411806|379597|791403
2014-11-10|W|938000|786491|1724491
2014-11-11|W|759033|698289|1457322
2014-11-12|W|911664|797730|1709394
2014-11-13|W|866929|789154|1656083
2014-11-14|W|911150|794103|1705253
2014-11-15|A|532937|458706|991643
2014-11-16|U|372383|331794|704177
2014-11-17|W|863661|758113|1621774
2014-11-18|W|846179|755916|1602095
2014-11-19|W|889137|774198|1663335
2014-11-20|W|899732|786919|1686651
2014-11-21|W|898889|787291|1686180
2014-11-22|A|534874|525065|1059939
2014-11-23|U|380928|340202|721130
2014-11-24|W|857759|746052|1603811
2014-11-25|W|889039|780322|1669361
2014-11-26|W|738720|652762|1391482
2014-11-27|U|285946|233318|519264
2014-11-28|W|525696|424837|950533
2014-11-29|A|493851|417770|911621
2014-11-30|U|367831|311435|679266
2014-12-12|W|912339|773048|1685387
2014-12-16|W|875970|729798|1605768
2014-12-01|W|912722|743704|1656426
2014-12-14|U|418122|357042|775164
2014-12-27|A|449446|337243|786689
2014-12-02|W|926053|766316|1692369
2014-12-17|W|868378|720814|1589192
2014-12-28|U|353263|283343|636606
2014-12-04|W|939372|804113|1743485
2014-12-11|W|922765|774798|1697563
2014-12-31|W|599316|642981|1242297
2014-12-20|A|537820|436322|974142
2014-12-18|W|867861|722656|1590517
2014-12-06|A|569561|490865|1060426
2014-12-26|W|569843|422543|992386
2014-12-30|W|646243|567099|1213342
2014-12-08|W|882998|734002|1617000
2014-12-22|W|705765|619508|1325273
2014-12-03|W|964141|782753|1746894
2014-12-09|W|911402|758780|1670182
2014-12-13|A|575613|498945|1074558
2014-12-05|W|937187|800885|1738072
2014-12-24|W|549046|388742|937788
2014-12-19|W|857137|716221|1573358
2014-12-21|U|397000|332367|729367
2014-12-10|W|914038|763277|1677315
2014-12-07|U|397656|334688|732344
2014-12-29|W|654612|559416|1214028
2014-12-23|W|720116|617728|1337844
2014-12-15|W|871449|725989|1597438
2014-12-25|U|238015|159831|397846
2015-01-17|A|539500|417756|957256
2014-07-24|W|833052|790076|1623128
2015-01-12|W|871183|738697|1609880
2015-01-31|A|551745|419577|971322
2014-07-12|A|497531|471216|968747
2015-01-20|W|913930|754946|1668876
2014-07-23|W|838958|777929|1616887
2014-07-04|U|478993|473842|952835
2014-07-05|A|513494|439422|952916
2014-07-06|U|410521|354469|764990
2015-01-18|U|391445|300710|692155
2015-01-02|W|656375|527583|1183958
2014-07-27|U|423806|403719|827525
2014-07-25|W|813032|793426|1606458
2014-07-22|W|825700|765642|1591342
2015-01-29|W|898174|760217|1658391
2015-01-06|W|771953|679913|1451866
2014-07-15|W|828927|739993|1568920
2015-01-21|W|905178|756860|1662038
2015-01-27|W|913448|764457|1677905
2014-07-01|W|855553|753101|1608654
2015-01-01|U|300426|287754|588180
2014-07-21|W|821289|740142|1561431
2015-01-16|W|898222|748177|1646399
2015-01-13|W|881226|743774|1625000
2014-07-03|W|856556|727253|1583809
2015-01-10|A|435672|352140|787812
2015-01-08|W|558275|579994|1138269
2015-01-05|W|753918|657877|1411795
2014-07-11|W|839507|817078|1656585
2015-01-04|U|330082|267676|597758
2014-07-08|W|836929|725372|1562301
2014-07-14|W|803242|716634|1519876
2014-07-18|W|839720|819331|1659051
2014-07-10|W|854968|782968|1637936
2015-01-15|W|899363|760336|1659699
2014-07-20|U|423665|431674|855339
2015-01-14|W|885449|742410|1627859
2014-07-19|A|578126|559893|1138019
2015-01-23|W|902567|747376|1649943
2015-01-24|A|538766|415123|953889
2015-01-19|W|597347|502376|1099723
2015-01-30|W|933971|754968|1688939
2015-01-03|A|441327|340135|781462
2014-07-02|W|824805|725327|1550132
2015-01-11|U|349027|279494|628521
2014-07-13|U|437544|429753|867297
2014-07-29|W|810857|746646|1557503
2014-07-26|A|563247|540197|1103444
2015-01-28|W|922297|763680|1685977
2014-07-30|W|815885|760415|1576300
2015-01-09|W|715334|639901|1355235
2015-01-22|W|903230|761705|1664935
2014-07-09|W|855793|763164|1618957
2015-01-25|U|339402|279154|618556
2014-07-07|W|821674|704301|1525975
2014-07-28|W|810122|730188|1540310
2015-01-26|W|896430|738965|1635395
2014-07-31|W|819409|785640|1605049
2014-07-16|W|844384|752925|1597309
2015-01-07|W|508815|509075|1017890
2014-07-17|W|837907|762599|1600506
2015-02-27|W|903421|736663|1640084
2015-02-04|W|957218|791399|1748617
2015-02-11|W|966071|770885|1736956
2015-02-14|A|514916|380652|895568
2015-02-26|W|857402|755359|1612761
2015-02-15|U|336299|276160|612459
2015-02-25|W|905748|752497|1658245
2015-02-03|W|947457|806148|1753605
2015-02-07|A|600789|439214|1040003
2015-02-08|U|399923|298701|698624
2015-02-02|W|632367|563770|1196137
2015-02-21|A|565948|410400|976348
2015-02-19|W|576326|575180|1151506
2015-02-23|W|857014|700742|1557756
2015-02-05|W|932148|780378|1712526
2015-02-22|U|378733|299663|678396
2015-02-09|W|936475|750136|1686611
2015-02-17|W|912529|745575|1658104
2015-02-24|W|901872|728674|1630546
2015-02-28|A|542479|405241|947720
2015-02-13|W|911949|740559|1652508
2015-02-06|W|959648|768091|1727739
2015-02-12|W|883395|729249|1612644
2015-02-10|W|965833|772727|1738560
2015-02-16|W|652807|547767|1200574
2015-02-20|W|847700|697600|1545300
2015-02-18|W|833785|707746|1541531
2015-02-01|U|293689|270615|564304
2015-03-29|U|362329|325865|688194
2015-03-01|U|383971|293964|677935
2015-03-07|A|585771|427330|1013101
2015-03-02|W|912384|715945|1628329
2015-03-12|W|953310|790210|1743520
2015-03-05|W|909192|744229|1653421
2015-03-23|W|817246|693264|1510510
2015-03-27|W|888293|726738|1615031
2015-03-19|W|928929|771127|1700056
2015-03-16|W|939583|768218|1707801
2015-03-10|W|953173|767551|1720724
2015-03-15|U|432055|362045|794100
2015-03-28|A|539031|429689|968720
2015-03-13|W|950690|801547|1752237
2015-03-03|W|904439|735951|1640390
2015-03-26|W|925361|736687|1662048
2015-03-21|A|566447|447493|1013940
2015-03-11|W|955083|778171|1733254
2015-03-20|W|932331|760906|1693237
2015-03-24|W|904344|727888|1632232
2015-03-14|A|605758|673707|1279465
2015-03-18|W|937056|771625|1708681
2015-03-22|U|383134|306283|689417
2015-03-30|W|903992|736692|1640684
2015-03-08|U|399324|309962|709286
2015-03-31|W|922487|753405|1675892
2015-03-06|W|909446|732902|1642348
2015-03-17|W|934438|770081|1704519
2015-03-09|W|935951|752995|1688946
2015-03-25|W|916538|734311|1650849
2015-03-04|W|928771|750369|1679140
2015-05-09|A|572064|455436|1027500
2015-04-12|U|410420|332334|742754
2015-05-08|W|916218|780602|1696820
2015-05-20|W|906942|760399|1667341
2015-04-22|W|925517|780432|1705949
2015-04-23|W|935537|799888|1735425
2015-05-05|W|918652|769751|1688403
2015-05-01|W|993931|835711|1829642
2015-05-16|A|561092|493377|1054469
2015-05-28|W|925094|787104|1712198
2015-04-18|A|599954|503902|1103856
2015-04-29|W|934550|793551|1728101
2015-05-03|U|435591|379014|814605
2015-04-16|W|890058|791213|1681271
2015-04-24|W|912926|782626|1695552
2015-05-02|A|629640|548837|1178477
2015-05-23|A|575386|501879|1077265
2015-04-04|A|582015|427101|1009116
2015-05-22|W|908692|760362|1669054
2015-05-18|W|908842|761991|1670833
2015-05-19|W|902867|759919|1662786
2015-04-05|U|393690|327292|720982
2015-05-17|U|415263|373832|789095
2015-04-28|W|941909|789018|1730927
2015-04-27|W|925541|769888|1695429
2015-04-21|W|931681|779658|1711339
2015-05-21|W|921476|784762|1706238
2015-04-10|W|828661|757159|1585820
2015-04-06|W|807389|711923|1519312
2015-05-30|A|481814|428464|910278
2015-04-11|A|586791|469045|1055836
2015-05-31|U|388866|351159|740025
2015-04-26|U|419729|352658|772387
2015-05-13|W|926402|784501|1710903
2015-04-09|W|748326|711033|1459359
2015-05-26|W|878946|743291|1622237
2015-05-27|W|921204|783749|1704953
2015-05-10|U|385323|315215|700538
2015-05-24|U|401488|366008|767496
2015-04-01|W|974353|784085|1758438
2015-05-04|W|933337|756442|1689779
2015-04-20|W|907393|762726|1670119
2015-04-02|W|897550|761806|1659356
2015-04-19|U|394676|338222|732898
2015-04-14|W|946490|796083|1742573
2015-04-03|W|814328|681130|1495458
2015-05-29|W|892551|800510|1693061
2015-04-25|A|496407|435893|932300
2015-05-12|W|904654|770185|1674839
2015-04-17|W|936814|818272|1755086
2015-05-07|W|956437|810302|1766739
2015-04-15|W|904861|796244|1701105
2015-05-11|W|869148|743353|1612501
2015-04-13|W|908654|767492|1676146
2015-05-25|U|397951|357227|755178
2015-04-08|W|822289|750275|1572564
2015-05-06|W|951886|789988|1741874
2015-05-15|W|921190|804671|1725861
2015-05-14|W|912634|795093|1707727
2015-04-30|W|923564|817167|1740731
2015-04-07|W|813597|727328|1540925
2015-06-06|A|606641|511352|1117993
2015-06-17|W|869500|775968|1645468
2015-06-24|W|821308|787858|1609166
2015-06-15|W|817931|774439|1592370
2015-06-03|W|964899|794693|1759592
2015-06-01|W|942997|757975|1700972
2015-06-22|W|759346|731448|1490794
2015-06-10|W|915049|801607|1716656
2015-06-04|W|938834|797464|1736298
2015-06-08|W|891851|759176|1651027
2015-06-12|W|854059|812194|1666253
2015-06-19|W|893122|813552|1706674
2015-06-18|W|867529|914768|1782297
2015-06-23|W|840211|794064|1634275
2015-06-26|W|773954|748661|1522615
2015-06-14|U|419317|407107|826424
2015-06-07|U|388946|337748|726694
2015-06-09|W|932006|792806|1724812
2015-06-21|U|439513|390557|830070
2015-06-27|A|570969|509237|1080206
2015-06-30|W|835118|751277|1586395
2015-06-20|A|563855|500734|1064589
2015-06-29|W|797072|730941|1528013
2015-06-13|A|590950|566965|1157915
2015-06-28|U|439944|577866|1017810
