Aircompany,Origen,Destino,Distancia,avion,con_escala,consumo_kg,duracion,ingresos,Id_vuelo,IC,Categoria_IC,Incidencias,Hora_Vuelo
PamPangea,Melbourne,Bali,2779,Boeing 737,False,7158.148200000001,231,97705.26,Pam_MeBa_10737,2.5758000000000005,A,Retraso extenso en la pista de despegue,22:30 08/06/2023
MoldaviAir,París,Melbourne,16925,Boeing 737,True,45766.96020000001,1485,599294.34,Mol_PaMe_10737,2.7041040000000005,A,Inundación a bordo,17:15 27/06/2023
TabarAir,Londres,Cincinnati,6284,Airbus A380,False,78454.48320000002,438,397128.82,Tab_LoCi_11380,12.484800000000003,C,Condiciones meteorológicas turbias,16:15 21/02/2023
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,38955.827664,1359,518775.84,Mol_MeCi_10737,2.552472,A,Sin incidencias,11:00 04/02/2023
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,44245.45944000001,1466,615915.27,Pam_GiMe_10737,2.6535600000000006,A,Sin incidencias,11:00 14/01/2023
Airnar,Ginebra,Bali,12383,Boeing 747,False,137282.8912,845,708619.53,Air_GiBa_10747,11.0864,C,Enfrentamiento entre pasajeros,10:00 15/02/2023
PamPangea,Londres,Nueva York,5566,Boeing 747,False,62300.238,391,332587.34,Pam_LoNu_10747,11.193,C,Sin incidencias,22:15 03/06/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,194854.5664,1326,999009.45,Mol_MeLo_10747,11.529856,C,Amenaza de seguridad a bordo,06:45 03/04/2023
MoldaviAir,Bali,París,11980,Boeing 747,False,128983.868,818,682352.24,Mol_BaPa_10747,10.7666,B,Condiciones meteorológicas turbias,23:00 16/11/2023
Airnar,Cádiz,Cincinnati,6624,Boeing 747,False,72024.0768,461,384677.33,Air_CaCi_10747,10.8732,B,Sin incidencias,10:30 10/03/2023
Airnar,París,Cincinnati,6370,Boeing 737,False,16872.219,503,230847.6,Air_PaCi_10737,2.6487000000000003,A,Incidencia en el sistema de entretenimiento,15:45 19/02/2023
FlyQ,Barcelona,Nueva York,6170,Boeing 737,False,15143.031,488,220770.96,Fly_BaNu_10737,2.4543,A,Ave impacta con el avión,11:00 25/07/2023
MoldaviAir,Londres,París,344,Boeing 747,False,3740.3808,42,19586.26,Mol_LoPa_10747,10.8732,B,Despresurización de la cabina,20:15 05/11/2023
FlyQ,Roma,Bali,12738,Airbus A380,False,159031.3824,869,799543.96,Fly_RoBa_11380,12.4848,C,Sin incidencias,08:00 24/03/2023
TabarAir,Roma,Ginebra,698,Boeing 737,False,1797.9084,73,23609.97,Tab_RoGi_10737,2.5758,A,Sin incidencias,18:45 29/08/2023
Airnar,Bali,Ginebra,12383,Boeing 737,True,31607.26077600001,1140,424189.25,Air_BaGi_10737,2.5524720000000007,A,"Fallo del motor,",17:30 09/05/2023
Airnar,Bali,Cádiz,12798,Airbus A380,False,150903.7776,873,820996.71,Air_BaCa_11380,11.7912,C,Fallo en el sistema de entretenimiento,16:45 16/03/2023
Airnar,París,Ginebra,411,Airbus A380,False,5131.2528,47,26570.34,Air_PaGi_11380,12.4848,C,Amenaza de seguridad a bordo,23:15 17/08/2023
TabarAir,Ginebra,Londres,739,Boeing 737,False,1813.7277,76,26042.98,Tab_GiLo_10737,2.4543,A,Sin incidencias,22:15 26/06/2023
Airnar,Cádiz,Bali,12798,Airbus A380,False,156821.5728,873,769380.03,Air_CaBa_11380,12.2536,C,Emergencia médica a bordo,21:15 18/02/2023
Airnar,Cincinnati,Ginebra,6969,Airbus A320,True,19101.47148,624,263758.04,Air_CiGi_11320,2.74092,A,"Complicaciones con el catering,",21:45 03/11/2023
Airnar,Cádiz,Bali,12798,Airbus A380,False,147944.88,873,806645.24,Air_CaBa_11380,11.56,C,Condiciones meteorológicas adversas,20:45 22/07/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 737,False,23668.7103,711,311612.74,Tab_GiLo_10737,2.6001,A,Amenaza de seguridad a bordo,10:30 30/01/2023
FlyQ,Roma,Bali,12738,Airbus A380,False,154613.844,869,801182.06,Fly_RoBa_11380,12.138000000000002,C,Sin incidencias,15:30 19/06/2023
Airnar,Cincinnati,París,6370,Boeing 747,False,67904.2,444,372768.6,Air_CiPa_10747,10.66,B,Sin incidencias,19:00 12/01/2023
Airnar,Bali,Ginebra,12383,Airbus A380,False,148873.3792,845,774355.81,Air_BaGi_11380,12.0224,C,Complicaciones de navegación,22:15 14/04/2023
FlyQ,Cincinnati,Bali,15011,Boeing 737,True,40211.94715200001,1340,543460.86,Fly_CiBa_10737,2.6788320000000003,A,Sin incidencias,12:45 06/02/2023
MoldaviAir,Bali,París,11980,Boeing 737,True,31789.6488,1029,441927.9,Mol_BaPa_10737,2.65356,A,Turbulencia severa,08:30 07/10/2023
FlyQ,Barcelona,Nueva York,6170,Airbus A380,False,72751.704,431,370870.91,Fly_BaNu_11380,11.7912,C,Sin incidencias,20:45 04/06/2023
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,193344.2368,1272,1024330.78,Pam_MeNu_11380,12.0224,C,Fallo de los sistemas de comunicación,12:30 25/01/2023
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,52135.807464,1721,690070.14,Mol_CaMe_10737,2.603016,A,Sin incidencias,11:00 14/09/2023
PamPangea,París,Melbourne,16925,Airbus A380,True,203479.12,1328,1062871.03,Pam_PaMe_11380,12.0224,C,Aterrizaje de emergencia,09:15 20/08/2023
FlyQ,Cincinnati,Roma,7480,Boeing 737,False,18358.164,588,265452.23,Fly_CiRo_10737,2.4543,A,Sin incidencias,20:15 08/09/2023
MoldaviAir,Cádiz,Bali,12798,Airbus A380,False,150903.7776,873,788039.96,Mol_CaBa_11380,11.7912,C,Problemas con el catering,14:15 12/09/2023
TabarAir,Londres,Roma,1433,Airbus A380,False,16731.1348,115,88879.07,Tab_LoRo_11380,11.6756,C,Emergencia de los sistemas hidráulicos,11:15 23/04/2023
PamPangea,Londres,París,344,Boeing 747,False,3887.0624,42,19437.6,Pam_LoPa_10747,11.2996,C,Problema en el sistema de entretenimiento,06:45 03/09/2023
TabarAir,Los Angeles,Ginebra,9103,Airbus A380,False,107335.2936,626,552607.76,Tab_LoGi_11380,11.7912,C,Sin incidencias,10:45 12/05/2023
TabarAir,Ginebra,Nueva York,6206,Airbus A320,True,17820.15664,569,251481.67,Tab_GiNu_11320,2.87144,A,Sin incidencias,11:45 18/11/2023
MoldaviAir,Bali,Londres,12553,Airbus A380,False,148014.9336,856,783526.69,Mol_BaLo_11380,11.7912,C,Sin incidencias,07:00 29/06/2023
FlyQ,Nueva York,Roma,6877,Airbus A320,True,18490.272424,618,270730.24,Fly_NuRo_11320,2.688712,A,Sin incidencias,12:30 21/08/2023
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,82926.27200000001,518,427057.14,Fly_CiRo_10747,11.0864,C,Mal funcionamiento del tren de aterrizaje,23:15 01/05/2023
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,187155.586176,1217,934896.59,Mol_CiMe_11380,12.262848,C,Problemas con el catering,16:00 24/05/2023
MoldaviAir,Cádiz,Bali,12798,Boeing 747,True,141883.7472,1053,773570.93,Mol_CaBa_10747,11.0864,C,Sin incidencias,18:00 01/11/2023
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,244254.45616,1535,1205478.9,Mol_MeCa_10747,12.19504,C,Sin incidencias,09:00 04/03/2023
FlyQ,Barcelona,Bali,13058,Airbus A380,True,163268.039168,1070,827810.29,Fly_BaBa_11380,12.503296,C,Sin incidencias,12:30 17/10/2023
MoldaviAir,Melbourne,Bali,2779,Airbus A320,False,7114.795799999999,221,114091.09,Mol_MeBa_11320,2.5602,A,Sin incidencias,22:15 27/09/2023
PamPangea,Londres,Ginebra,739,Boeing 747,False,8429.1818,69,45276.39,Pam_LoGi_10747,11.4062,C,Emergencia grave en el sistema de entretenimiento,11:45 07/02/2023
FlyQ,Bali,Ginebra,12383,Boeing 737,True,32233.147128,1140,431919.46,Fly_BaGi_10737,2.603016,A,Condiciones meteorológicas malas,11:45 18/02/2023
TabarAir,Nueva York,Londres,5566,Boeing 747,False,59333.56,391,331108.15,Tab_NuLo_10747,10.66,B,Fallo en el sistema de entretenimiento,22:00 23/02/2023
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,212678.66048,1272,984231.35,Pam_MeNu_11380,13.22464,C,Amenaza de seguridad a bordo,10:30 22/04/2023
PamPangea,Bali,París,11980,Airbus A380,False,139873.688,818,761620.7,Pam_BaPa_11380,11.6756,C,Sin incidencias,06:15 05/07/2023
Airnar,Los Angeles,Cádiz,9373,Airbus A320,True,25445.970368,799,372085.72,Air_LoCa_11320,2.714816,A,Sin incidencias,23:00 16/06/2023
PamPangea,Nueva York,París,5835,Airbus A320,True,16754.8524,542,233354.57,Pam_NuPa_11320,2.87144,A,Problemas con el suministro de combustible,10:30 26/02/2023
MoldaviAir,París,Bali,11980,Boeing 747,False,135369.208,818,692617.65,Mol_PaBa_10747,11.299600000000002,C,Sin incidencias,11:30 12/10/2023
Airnar,Cádiz,Los Angeles,9373,Airbus A320,True,26424.661536,799,353720.1,Air_CaLo_11320,2.819232,A,Sin incidencias,08:00 24/07/2023
MoldaviAir,Cádiz,Cincinnati,6624,Airbus A320,True,17982.941184,600,269106.94,Mol_CaCi_11320,2.714816,A,Emergencia grave de los sistemas hidráulicos,06:15 24/10/2023
PamPangea,Nueva York,Melbourne,16082,Boeing 737,True,43893.82483200001,1421,542829.28,Pam_NuMe_10737,2.7293760000000007,A,Sin incidencias,11:00 17/11/2023
PamPangea,Londres,París,344,Boeing 747,False,3777.0512,42,19609.29,Pam_LoPa_10747,10.9798,B,Sin incidencias,15:30 16/11/2023
TabarAir,Roma,Londres,1433,Boeing 737,False,3517.0119,128,49023.29,Tab_RoLo_10737,2.4543,A,Complicaciones con las puertas o ventanas,21:00 18/09/2023
PamPangea,París,Ginebra,411,Airbus A320,False,1093.5066,49,15931.06,Pam_PaGi_11320,2.6606,A,Problemas con las puertas o ventanas,23:15 11/08/2023
Airnar,Los Angeles,Cádiz,9373,Airbus A380,False,108351.88,644,611764.4,Air_LoCa_11380,11.56,C,Sambódromo a bordo,11:00 15/11/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,46980.64800000001,1483,590178.01,Mol_MeLo_10737,2.7799200000000006,A,Inundación entre pasajeros,22:15 26/03/2023
Airnar,Los Angeles,Ginebra,9103,Boeing 747,False,106741.778,626,560428.11,Air_LoGi_10747,11.726,C,Sin incidencias,22:00 06/07/2023
FlyQ,Nueva York,Roma,6877,Airbus A320,True,18669.789632,618,277315.23,Fly_NuRo_11320,2.714816,A,Ave impacta con el avión,07:30 13/09/2023
FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,11478.9644,80,55098.52,Fly_CiNu_11380,12.6004,C,Sambódromo a bordo,19:00 02/08/2023
MoldaviAir,Cincinnati,Cádiz,6624,Boeing 737,False,16096.32,523,228254.42,Mol_CiCa_10737,2.43,A,Fallo leve eléctrico general,06:00 06/01/2023
PamPangea,Londres,Bali,12553,Boeing 737,True,33944.617512,1153,459486.33,Pam_LoBa_10737,2.704104,A,Amenaza de seguridad a bordo,09:00 22/08/2023
MoldaviAir,París,Londres,344,Boeing 737,False,852.6384,46,11693.64,Mol_PaLo_10737,2.4786,A,Sin incidencias,17:45 10/02/2023
FlyQ,Barcelona,Bali,13058,Boeing 737,True,35310.19003200001,1191,453188.87,Fly_BaBa_10737,2.704104000000001,A,Fallo leve de los sistemas de comunicación,06:45 30/01/2023
TabarAir,Roma,Cincinnati,7480,Boeing 737,False,19630.512,588,254897.08,Tab_RoCi_10737,2.6244,A,Condiciones meteorológicas turbias,17:30 14/08/2023
Airnar,Cádiz,Ginebra,1725,Airbus A380,False,21137.46,135,113766.66,Air_CaGi_11380,12.2536,C,Despresurización de la cabina,11:00 22/04/2023
FlyQ,Bali,Ginebra,12383,Boeing 747,False,134642.8356,845,736291.3,Fly_BaGi_10747,10.8732,B,Emergencia de los sistemas de comunicación,16:30 23/03/2023
MoldaviAir,Cádiz,Londres,1716,Boeing 737,False,4461.7716,150,63275.55,Mol_CaLo_10737,2.6001,A,Sin incidencias,18:00 08/05/2023
FlyQ,Roma,Ginebra,698,Airbus A320,False,1927.178,70,27145.6,Fly_RoGi_11320,2.761,A,Sin incidencias,20:30 21/09/2023
Airnar,Bali,París,11980,Airbus A380,False,152337.68,818,778584.98,Air_BaPa_11380,12.716,C,Condiciones meteorológicas malas,11:15 26/05/2023
TabarAir,Nueva York,Londres,5566,Boeing 747,False,64673.5804,391,325213.72,Tab_NuLo_10747,11.6194,C,Despresurización de la cabina,22:00 26/07/2023
FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,11163.0296,80,55014.07,Fly_CiNu_11380,12.2536,C,Emergencia médica a bordo,16:15 25/04/2023
FlyQ,Ginebra,Roma,698,Boeing 747,False,7812.714000000001,66,41597.45,Fly_GiRo_10747,11.193,C,Sin incidencias,16:45 02/05/2023
FlyQ,Nueva York,Roma,6877,Airbus A380,False,87447.93200000002,478,447764.71,Fly_NuRo_11380,12.716000000000005,C,Complicaciones con el suministro de combustible,19:15 20/02/2023
TabarAir,Nueva York,Los Angeles,3944,Airbus A380,False,46048.5664,282,236678.37,Tab_NuLo_11380,11.6756,C,Fallo grave de los sistemas de comunicación,20:15 20/08/2023
FlyQ,Roma,Bali,12738,Boeing 747,True,145455.120096,1049,771843.82,Fly_RoBa_10747,11.418992,C,Sin incidencias,08:00 27/02/2023
PamPangea,Nueva York,Bali,16589,Boeing 747,True,183912.2896,1305,984239.78,Pam_NuBa_10747,11.0864,C,Retraso extenso en la pista de despegue,08:45 21/06/2023
MoldaviAir,Cádiz,Bali,12798,Boeing 737,True,32989.96771200001,1171,465657.11,Mol_CaBa_10737,2.577744000000001,A,"Despresurización de la cabina,",12:45 27/05/2023
TabarAir,Londres,Ginebra,739,Boeing 747,False,7877.74,69,45206.99,Tab_LoGi_10747,10.66,B,Ave impacta con el avión y Fallo eléctrico general,07:00 18/05/2023
MoldaviAir,Cincinnati,Bali,15011,Boeing 737,True,41350.02112800001,1340,515796.09,Mol_CiBa_10737,2.7546480000000004,A,Sin incidencias,10:30 21/10/2023
TabarAir,Ginebra,Roma,698,Airbus A320,False,1892.1384,70,28650.34,Tab_GiRo_11320,2.7108,A,Problemas con el suministro de combustible,12:45 23/06/2023
TabarAir,Ginebra,Nueva York,6206,Boeing 747,False,68140.63880000002,433,371604.99,Tab_GiNu_10747,10.979800000000004,B,Fallo grave de los sistemas de comunicación,23:00 09/03/2023
Airnar,Bali,Cádiz,12798,Boeing 747,True,156072.12192,1053,740472.25,Air_BaCa_10747,12.19504,C,Sin incidencias,23:30 02/06/2023
TabarAir,Cincinnati,Roma,7480,Airbus A320,True,20502.0816,662,280994.59,Tab_CiRo_11320,2.74092,A,Complicaciones con las puertas o ventanas,19:15 24/03/2023
Airnar,Cádiz,Ginebra,1725,Airbus A320,False,4632.8325,145,68485.48,Air_CaGi_11320,2.6857,A,Turbulencia severa,22:00 23/01/2023
FlyQ,Bali,Barcelona,13058,Boeing 747,True,146213.873312,1070,771962.49,Fly_BaBa_10747,11.197264,C,Sin incidencias,19:15 13/04/2023
TabarAir,Los Angeles,Cincinnati,3073,Boeing 747,False,35706.4162,224,174196.4,Tab_LoCi_10747,11.6194,C,Mal funcionamiento del tren de aterrizaje,23:30 20/10/2023
Airnar,Bali,París,11980,Boeing 747,False,135369.208,818,736402.34,Air_BaPa_10747,11.299600000000002,C,Sambódromo a bordo,16:00 25/03/2023
FlyQ,Bali,Nueva York,16589,Airbus A380,True,199439.5936,1305,1010648.35,Fly_BaNu_11380,12.0224,C,Sin incidencias,14:45 25/09/2023
PamPangea,Melbourne,Bali,2779,Airbus A320,False,7324.054499999999,221,114468.86,Pam_MeBa_11320,2.6355,A,Despresurización de la cabina,22:30 29/03/2023
FlyQ,Roma,Barcelona,859,Boeing 737,False,2275.2333,85,30500.19,Fly_RoBa_10737,2.6487,A,Despresurización de la cabina,15:00 21/07/2023
TabarAir,Ginebra,Roma,698,Airbus A380,False,8633.7016,66,45617.25,Tab_GiRo_11380,12.3692,C,Sin incidencias,07:00 22/06/2023
Airnar,Bali,Cádiz,12798,Boeing 747,True,151815.609504,1053,778562.16,Air_BaCa_10747,11.862448,C,Sin incidencias,20:15 13/08/2023
MoldaviAir,París,Bali,11980,Boeing 747,False,140477.48,818,685789.79,Mol_PaBa_10747,11.726,C,Sin incidencias,12:45 19/01/2023
PamPangea,Bali,Ginebra,12383,Boeing 747,False,137282.8912,845,752975.85,Pam_BaGi_10747,11.0864,C,Sin incidencias,06:15 10/10/2023
TabarAir,Cincinnati,Ginebra,6969,Boeing 747,False,75032.4354,484,406522.36,Tab_CiGi_10747,10.7666,B,Problemas con las puertas o ventanas,22:00 06/01/2023
FlyQ,Cincinnati,Bali,15011,Boeing 737,True,38315.15719200001,1340,538532.82,Fly_CiBa_10737,2.5524720000000007,A,Condiciones meteorológicas adversas,10:30 02/04/2023
Airnar,Los Angeles,Bali,12845,Boeing 747,True,156645.2888,1056,737883.31,Air_LoBa_10747,12.19504,C,Sin incidencias,09:15 04/07/2023
PamPangea,Londres,París,344,Airbus A380,False,3976.64,42,21978.39,Pam_LoPa_11380,11.56,C,Inundación entre pasajeros,08:30 06/07/2023
PamPangea,Ginebra,París,411,Boeing 747,False,4644.135600000001,47,23261.34,Pam_GiPa_10747,11.299600000000003,C,Sin incidencias,12:15 02/07/2023
TabarAir,Roma,Londres,1433,Airbus A320,False,3776.671499999999,123,55231.32,Tab_RoLo_11320,2.6354999999999995,A,Problemas con las puertas o ventanas,12:45 22/06/2023
Airnar,Ginebra,Cádiz,1725,Boeing 737,False,4569.007500000001,151,58328.92,Air_GiCa_10737,2.6487000000000003,A,Sin incidencias,10:15 10/02/2023
FlyQ,Roma,Barcelona,859,Airbus A320,False,2156.09,82,34516.66,Fly_RoBa_11320,2.51,A,Aterrizaje de emergencia,10:15 16/02/2023
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,71741.36,433,402180.68,Fly_NuGi_11380,11.56,C,Despresurización de la cabina,18:15 09/02/2023
TabarAir,Londres,Cincinnati,6284,Boeing 747,False,68997.0632,438,388739.23,Tab_LoCi_10747,10.9798,B,Sambódromo a bordo y Fallo eléctrico general,23:45 15/10/2023
PamPangea,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1020077.83,Pam_MeLo_11380,12.262848,C,Ave impacta con el avión,09:15 11/04/2023
Airnar,Ginebra,Cincinnati,6969,Airbus A380,False,80561.64,484,430887.93,Air_GiCi_11380,11.56,C,Despresurización de la cabina y Emergencia médica a bordo,22:15 07/11/2023
TabarAir,Ginebra,Los Angeles,9103,Airbus A380,False,110492.214,626,586106.0,Tab_GiLo_11380,12.138000000000002,C,Complicaciones de navegación,19:45 19/06/2023
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,46980.64800000001,1483,589514.5,Mol_LoMe_10737,2.7799200000000006,A,Retraso extenso en la pista de despegue y Fallo eléctrico general,15:30 17/05/2023
PamPangea,París,Nueva York,5835,Boeing 747,False,67177.18800000001,409,345865.39,Pam_PaNu_10747,11.512800000000002,C,Sin incidencias,09:45 07/02/2023
Airnar,Los Angeles,Bali,12845,Boeing 737,True,35058.83472000001,1175,459879.64,Air_LoBa_10737,2.729376000000001,A,Ave impacta con el avión,09:15 17/04/2023
PamPangea,Bali,Ginebra,12383,Airbus A380,False,151736.3288,845,754396.85,Pam_BaGi_11380,12.2536,C,Fallo grave de los sistemas de comunicación,17:45 02/05/2023
Airnar,Bali,Cincinnati,15011,Boeing 747,True,181395.565936,1200,925439.34,Air_BaCi_10747,12.084176,C,Inundación a bordo,10:15 13/11/2023
MoldaviAir,Cádiz,París,1447,Boeing 747,False,16350.5212,116,87697.76,Mol_CaPa_10747,11.2996,C,Sin incidencias,21:15 29/03/2023
FlyQ,Barcelona,Roma,859,Boeing 747,False,9248.5094,77,51850.2,Fly_BaRo_10747,10.7666,B,Fallo en el sistema de entretenimiento,12:30 07/02/2023
Airnar,Cádiz,Ginebra,1725,Boeing 747,False,18572.385,135,98024.31,Air_CaGi_10747,10.7666,B,Fallo grave de los sistemas de comunicación,10:15 19/07/2023
TabarAir,Los Angeles,Nueva York,3944,Airbus A380,False,45592.64,282,242736.89,Tab_LoNu_11380,11.56,C,Condiciones meteorológicas adversas,19:45 31/07/2023
MoldaviAir,Bali,Londres,12553,Boeing 747,False,136491.2796,856,754865.31,Mol_BaLo_10747,10.8732,B,Incidencia eléctrico general,10:00 13/07/2023
FlyQ,Bali,Barcelona,13058,Boeing 747,True,153452.183872,1070,767259.84,Fly_BaBa_10747,11.751584,C,Sin incidencias,10:00 08/09/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,176403.027424,1200,889029.24,Mol_BaCi_10747,11.751584,C,Sin incidencias,12:00 04/05/2023
PamPangea,París,Ginebra,411,Airbus A320,False,1052.2422,49,16699.5,Pam_PaGi_11320,2.5602,A,Complicaciones con el catering,09:30 04/06/2023
PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,203340.09696,1311,960228.31,Pam_MeGi_10747,12.19504,C,Sin incidencias,18:15 12/10/2023
MoldaviAir,Londres,Bali,12553,Boeing 737,True,32358.42043200001,1153,443525.46,Mol_LoBa_10737,2.577744000000001,A,Problema en el sistema de entretenimiento,18:00 12/11/2023
TabarAir,Cincinnati,Londres,6284,Boeing 747,False,72346.4352,438,388633.33,Tab_CiLo_10747,11.5128,C,Emergencia médica a bordo,20:00 15/03/2023
PamPangea,Londres,Ginebra,739,Boeing 747,False,8665.514000000001,69,45604.94,Pam_LoGi_10747,11.726,C,Emergencia grave del motor,11:30 28/08/2023
MoldaviAir,París,Cádiz,1447,Boeing 747,False,16350.5212,116,86590.26,Mol_PaCa_10747,11.2996,C,Problemas con el catering,21:45 03/09/2023
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,43563.87360000001,1483,573273.13,Mol_LoMe_10737,2.577744000000001,A,Despresurización de la cabina,21:45 28/03/2023
Airnar,París,Los Angeles,9099,Airbus A320,True,23752.0296,779,351087.04,Air_PaLo_11320,2.6104000000000003,A,Sin incidencias,14:30 28/07/2023
PamPangea,Bali,Ginebra,12383,Boeing 747,False,145203.058,845,730017.69,Pam_BaGi_10747,11.726,C,Sin incidencias,15:15 04/10/2023
Airnar,Bali,Cincinnati,15011,Boeing 737,True,38315.15719200001,1340,541046.15,Air_BaCi_10737,2.5524720000000007,A,Sin incidencias,15:00 22/09/2023
TabarAir,Nueva York,Cincinnati,911,Airbus A320,False,2515.271,86,35221.25,Tab_NuCi_11320,2.761,A,Fallo de los sistemas de comunicación,18:15 22/04/2023
FlyQ,Ginebra,Cincinnati,6969,Airbus A380,False,87006.5712,484,421394.59,Fly_GiCi_11380,12.484800000000002,C,Sin incidencias,18:30 28/10/2023
MoldaviAir,París,Cincinnati,6370,Boeing 747,False,70620.368,444,381387.31,Mol_PaCi_10747,11.0864,C,Complicaciones con el suministro de combustible,07:15 08/09/2023
PamPangea,Melbourne,Nueva York,16082,Boeing 737,True,41048.854704,1421,572531.65,Pam_MeNu_10737,2.552472,A,Sin incidencias,13:30 14/04/2023
FlyQ,Bali,Roma,12738,Boeing 737,True,35410.62096000001,1167,432518.12,Fly_BaRo_10737,2.7799200000000006,A,Problema de los sistemas de comunicación,15:30 24/10/2023
TabarAir,Los Angeles,Nueva York,3944,Airbus A380,False,50151.904,282,252239.68,Tab_LoNu_11380,12.716,C,Sin incidencias,09:30 07/08/2023
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,199144.563904,1272,980506.48,Pam_MeNu_11380,12.383072,C,Emergencia médica a bordo,12:30 15/03/2023
FlyQ,Barcelona,Nueva York,6170,Boeing 747,False,65772.2,431,354476.35,Fly_BaNu_10747,10.66,B,Emergencia grave eléctrico general,19:15 25/02/2023
Airnar,Los Angeles,Cádiz,9373,Boeing 747,False,108908.6362,644,566248.77,Air_LoCa_10747,11.6194,C,Mal funcionamiento del tren de aterrizaje,07:00 07/06/2023
TabarAir,Cincinnati,Nueva York,911,Boeing 737,False,2390.8284,89,33220.25,Tab_CiNu_10737,2.6244,A,Fallo grave en el sistema de entretenimiento,13:00 10/11/2023
MoldaviAir,Londres,Bali,12553,Boeing 747,False,139167.5792,856,769301.31,Mol_LoBa_10747,11.0864,C,Sin incidencias,15:00 15/05/2023
PamPangea,Ginebra,Melbourne,16674,Airbus A380,True,204470.727552,1311,1020433.16,Pam_GiMe_11380,12.262848,C,Problema de los sistemas hidráulicos,13:45 01/10/2023
PamPangea,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1010627.87,Pam_NuBa_11380,12.383072,C,Sin incidencias,22:15 22/07/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,202348.9728,1326,951292.59,Mol_MeLo_10747,11.973312,C,Fallo leve eléctrico general,13:30 07/03/2023
FlyQ,Bali,Ginebra,12383,Boeing 747,False,132002.78,845,737309.74,Fly_BaGi_10747,10.66,B,Sin incidencias,22:30 15/08/2023
TabarAir,Cincinnati,Los Angeles,3073,Airbus A380,False,36589.5964,224,199560.62,Tab_CiLo_11380,11.9068,C,Complicaciones con el suministro de combustible,15:45 26/07/2023
MoldaviAir,París,Cincinnati,6370,Airbus A320,True,16628.248,581,251198.92,Mol_PaCi_11320,2.6104,A,Complicaciones de navegación y Amenaza de seguridad a bordo,22:15 01/04/2023
FlyQ,Ginebra,Roma,698,Boeing 737,False,1865.754,73,25109.21,Fly_GiRo_10737,2.673,A,Sin incidencias,19:30 19/10/2023
PamPangea,Nueva York,Bali,16589,Airbus A380,True,215394.761088,1305,1090004.19,Pam_NuBa_11380,12.984192,C,Complicaciones de navegación,23:00 26/05/2023
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,False,16257.2832,523,231492.37,Mol_CaCi_10737,2.4543,A,Retraso extenso en la pista de despegue,20:45 05/01/2023
MoldaviAir,Melbourne,Bali,2779,Airbus A380,False,34695.2592,205,182255.86,Mol_MeBa_11380,12.4848,C,Complicaciones de navegación,19:45 06/05/2023
Airnar,Los Angeles,París,9099,Boeing 737,False,23437.2042,711,337487.74,Air_LoPa_10737,2.5758,A,Sin incidencias,19:30 08/11/2023
FlyQ,Bali,Roma,12738,Boeing 737,True,33157.21780800001,1167,452415.28,Fly_BaRo_10737,2.6030160000000007,A,Sin incidencias,13:45 08/01/2023
TabarAir,Nueva York,Roma,6877,Airbus A320,True,18490.272424,618,258185.83,Tab_NuRo_11320,2.688712,A,Condiciones meteorológicas adversas,15:00 08/05/2023
TabarAir,Nueva York,Cincinnati,911,Airbus A380,False,10847.0948,80,56598.73,Tab_NuCi_11380,11.9068,C,Fallo del motor,11:30 09/02/2023
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,81718.49400000002,484,428575.65,Air_GiCi_10747,11.726000000000004,C,Emergencia de los sistemas de comunicación,23:30 23/04/2023
PamPangea,Nueva York,Ginebra,6206,Airbus A380,False,72458.7736,433,388889.16,Pam_NuGi_11380,11.6756,C,Sin incidencias,14:15 14/08/2023
Airnar,Los Angeles,Cádiz,9373,Airbus A320,True,24711.951992,799,379400.67,Air_LoCa_11320,2.636504,A,Problemas con las puertas o ventanas,17:15 01/03/2023
MoldaviAir,París,Bali,11980,Boeing 747,False,130260.936,818,730762.59,Mol_PaBa_10747,10.8732,B,Sin incidencias,10:45 06/01/2023
TabarAir,Los Angeles,Ginebra,9103,Boeing 747,False,102860.2588,626,530013.31,Tab_LoGi_10747,11.2996,C,Sin incidencias,09:45 14/02/2023
